,55,71,97,136,152,165,294,301,343,369,399,1193,1292,1300,1643,2781,3104,3353,3777,3803,3926,4132,4417,5429,6156,6460,6473,6952,7362
0,-5.462490780089584,-31.203106607271774,3.1034019544304883,41.28266496715129,98.10403627402802,-44.599060581944904,-97.91303208782968,-48.670075783500906,58.279689491766725,-12.842287037064944,118.94647391771498,3.930549166565926,-39.58962446453495,33.16374085641618,73.70143758207568,-2.9799763333441818,-0.5907017479643148,-0.8763944102252728,-75.5903010053413,-52.49463130707196,-30.992022574232685,44.301715612726184,-4.019768671611182,70.16387738041993,-22.923062997821752,-10.850803640910849,136.3566382772983,7.477102112943025,48.31445776495548
