,131,134,217,243,262,283,396,534,563,686,725,754,769,782,793,797,851,880,945,961,980,1025,1041,1083,1096,1213,1220,1290,1410,1458,1520,1685,1832,1838,1850,1860,1919,1959,1964,1966,1990,1991,1999,2021,2022,2040,2066,2097,2107,2108,2112,2150,2480,2503,2516,2529,2626,2697,2736,2817,2927,2956,2985,3188,3706,3722,3735,3858,4750,4899,5349,6282,6295,6363,6541,6800,6813,7252,7388,7456,7689,7744,7841,7919,7948,8390,8866,9836,9865
0,148.17676688756362,327.80860887494555,375.7729681140435,158.18475122835991,305.50294298442475,232.14310687409792,367.28234492099256,423.9801053771186,-378.7210308048894,326.4950121371928,108.03306698279589,201.82694988332454,400.3680637761986,122.38015360327546,120.24239562948877,237.3352310275548,289.8155979219949,219.41223608254626,141.04218871448452,375.5724063965031,263.33624211984323,-120.66436569916966,194.739037353441,-788.4442494317549,317.76629033201806,257.8007870286685,151.32406320420043,188.9621400494008,140.11017088373322,-5.8803727661315035,73.65269699623802,244.3390548630897,276.2118028496888,-15.63459244514401,110.42625211337365,270.6548995868924,1146.9538621491372,18.773101349882708,215.87988378327083,907.5631926206983,17.23425964491393,-31.934064511663426,138.35924581035383,705.73053998548,863.7484478339268,210.60151530078673,209.02076491581346,223.0358448077753,460.23536372668065,-143.7708753582442,-517.793391352282,189.54798583057598,643.540031370454,223.74744362863618,60.16330089081962,324.5875501133225,324.80615228597486,365.45800625135723,329.77288902801956,123.69566081801263,153.98682899884395,207.27301575201105,279.70837762236226,77.64901790878172,80.44296345778196,275.27353148226103,567.040891260851,-37.636428988446674,867.2380658923959,300.10927001730994,192.08584951366848,119.53817174025075,160.2938332241362,508.2442336446682,247.58416607110863,417.9117865898405,-84.429407702141,-1168.8902222336394,21.909353090388446,209.2906765999636,83.46358300340343,187.61604580911336,-497.8011690974581,199.85194135643903,-1683.784729165079,278.22722818309177,134.2652697619185,172.29109613043545,1427.738360473636
