,57,98,132,181,198,199,214,256,320,437,576,848,903,918,1126,1190,1207,1210,1258,1274,1312,1366,1371,1432,1489,1861,1998,2008,2124,2396,2561,2574,2590,2600,2642,2710,2752,2794,2998,3120,3175,3544,3670,3780,3955,4226,4433,4734,4747,5283,5322,5357,5393,6444,6457,6509,6525,6826,7265,8714,8989,9030,9137,9153,9894,9920,9991
0,-0.056658880336961835,160.02204249947758,238.39295053412104,-10.08730462204173,48.980244366062685,236.4965355201452,72.49751493702398,-74.5104410717422,219.83280270078092,56.96640331687198,151.16247986857232,146.20706093583982,197.53192024220454,4.2933776615736585,23.81037522861862,-32.82306434719097,-32.584472071111044,-5.813923678663682,37.694705984059375,93.25661409232895,16.308455444176502,74.6266139560556,88.55885240581944,23.77487275967189,-960.6804198451774,255.07656470584342,102.28031091125222,53.42058701529065,-109.53672972210734,121.07632083471525,-125.21106731430116,-34.79536361811089,56.11972113720622,53.91724079267005,13.469135265828257,-85.49544646796882,59.23460353180321,71.51528046929832,235.49856625355838,164.69817634112187,242.9097169886099,67.71139975766225,-51.9683260139923,-18.37165743349011,136.14609239644054,64.30939676823638,80.21486780443267,238.38356427237602,69.81261422565547,152.27292565304828,5.520870307301686,57.436355398874134,113.93603178146012,194.83113839334354,-2.7486794023260277,87.65688332652715,147.23838915984228,-61.31797748283692,62.8773733950926,124.90671567683052,77.39178217979344,88.44170069027038,100.57714354897175,60.47190370075114,90.4889788348941,107.4641332216114,201.0110324970017
