,54,84,108,109,110,125,128,135,176,200,315,356,381,383,387,398,418,433,440,453,495,547,589,628,631,644,660,673,709,738,741,761,764,775,776,778,779,784,785,786,789,791,798,802,804,819,835,948,955,974,977,992,1003,1005,1008,1049,1054,1070,1119,1134,1136,1145,1147,1148,1180,1191,1203,1211,1212,1216,1223,1231,1245,1255,1269,1289,1293,1294,1297,1313,1324,1339,1380,1412,1414,1452,1460,1461,1546,1579,1588,1591,1614,1740,1782,1795,1834,1837,1888,1889,1890,1895,1896,1902,1916,1917,1928,1930,1931,1936,1941,1945,1957,1960,1961,1962,1963,1968,1969,1988,1994,1995,1996,2001,2011,2018,2024,2057,2058,2061,2099,2105,2109,2110,2115,2116,2117,2121,2157,2170,2174,2228,2448,2613,2639,2655,2668,2723,2804,2833,3036,3078,3214,3227,3243,3308,3311,3492,3528,3573,3832,4006,4019,4048,4051,4064,4129,4190,4213,4297,4323,4462,4721,5115,5241,5278,5294,5295,5298,5345,5359,5458,5827,6143,6240,6334,7553,7773,8840,8853,9108,9182,9399,9519,9946,9996
0,8.77481799101726,58.84689154261051,140.3916046434248,128.38233023948925,168.83624261007637,87.67825283695561,104.02421091929155,104.46769017192105,72.33196702008622,51.033705406388876,96.35030135085843,88.37412037494781,117.2796296753889,78.13483926385707,67.32985688097652,172.59182021574009,924.9992576989584,109.80947042848553,87.18604027865648,97.02001144547134,150.9665793445849,111.24097534305278,108.32376697298493,128.0344410177295,152.83666470908256,72.27003275790442,104.43797552433173,83.33597219845772,53.62101741043151,116.33082545618818,94.26781027082053,39.39804571091374,96.8816564261587,137.14178946075492,60.62485701776165,96.37009182334118,69.66451366883433,91.4824518385688,65.50724537823375,64.85709231266496,91.62125110477582,44.37918567307571,83.10891543667151,90.04282141444166,69.75406086987303,77.22364961505757,147.98488696217728,153.19401806889394,116.18807781359844,168.8885301477968,103.9305620985596,81.49985392863394,144.27053855413544,140.19719937281423,652.1789182441039,-1284.355366533472,56.64082451138438,-25.461550996841037,31.735562688024082,55.963885286550884,105.01791397992912,141.82819807463486,76.11906949359445,75.90464819479284,117.80873510139659,109.88061008987081,168.26798844548426,123.35786246856492,89.80996205487565,190.13583740112608,90.34712358283194,166.76546810669203,140.5686519703102,83.9390152795904,110.17100776000001,90.81232040099336,94.60592110630776,118.89392721699878,85.9862105543195,47.49322901589987,93.12059947314141,167.74036688117644,146.38859188397916,113.69042369581766,116.9720458082416,195.12184001241485,112.23098123225279,136.72189123531405,133.12945338014902,-317.0669119211201,118.64775218186502,100.5742705098703,103.27282325814939,116.78729756911427,38.32714788257016,141.2392659517461,107.61375630114519,89.13546545636655,101.84434890317097,93.64351316618952,-0.8649049391020563,136.0449527880448,104.62375714255026,18.56391491080264,687.0599399396859,111.85952698459043,85.00532183702546,89.43577140695069,94.42678811246543,132.57561480900478,135.20912243384288,136.39088905201552,81.75971434249557,74.69844749409312,11.694227341401753,-232.56814740820806,99.65322400437674,84.51909362586647,116.10168386020324,126.66239675169776,91.64219456646944,83.24256039158035,83.90165165572307,87.12230458280833,62.13180665944032,96.69441068386824,60.99031844701351,149.75770821271794,101.39594312185098,117.4314800386991,104.82352927366253,106.70790314163294,122.8963587792218,182.46695036600406,130.91707812417437,120.067690331394,57.36626568043914,104.88004436926072,119.21481297972772,91.97232092165885,63.29695408247301,98.54796836635725,63.44109750701223,67.76504284711004,89.88037490121022,36.18508289530724,74.41519042475944,140.00462530745017,73.2054295029232,87.73196774059915,63.94057851867903,51.71883542506327,208.1854688519042,82.85478124940929,97.18347310157222,101.29801376748586,82.5190934577949,66.75913058957478,122.65326173310243,48.268033329806585,95.39434621488536,79.7043510505974,33.065647989589834,183.61783871719064,65.59794174835645,78.74279676681132,143.75076373589195,47.923243985940076,130.40259742132008,220.945525368563,94.81974782769414,-8.310152131823415,90.50460414924915,74.7443687174093,127.86046748456056,159.59005236444827,50.22418552509637,33.69095113146585,62.123559918060316,78.24984352078248,52.129219415438776,94.18758394368533,254.3035467824129,129.29610811245274,89.55046522985306,93.56999977805097,-9.908665143623509,56.42890043825439,35.00394935772371,95.86787558058963,82.21864431413636,104.02972452204038,11.478936896697999,93.18122486613663,86.0448637433392,101.90590935543975
