week_start,55,71,97,136,152,165,294,301,343,369,399,1193,1292,1300,1643,2781,3104,3353,3777,3803,3926,4132,4417,5429,6156,6460,6473,6952,7362
2019-11-17,352.2611111111111,568.55,381.9447222222222,489.43611111111113,852.3252777777777,607.5619444444444,266.8961111111111,458.135,562.1116666666667,390.2225,339.73305555555555,386.5219444444445,269.0025,736.0247222222222,158.97861111111112,428.28833333333336,372.6997222222223,446.7944444444444,583.2075,321.81194444444446,368.00055555555554,321.13388888888886,367.5180555555556,422.62416666666667,311.49694444444447,475.5894444444445,623.9886111111111,353.6580555555556,419.7447222222222
2019-11-24,393.4947222222222,584.5480555555556,345.8222222222222,459.1755555555556,838.5413888888888,591.9580555555556,271.76944444444445,485.2338888888889,572.1577777777778,433.3313888888889,349.5786111111111,319.23805555555555,280.4175,803.3094444444445,438.4255555555556,426.29277777777776,359.58194444444445,446.1538888888889,607.6963888888889,304.8616666666667,351.24916666666667,322.5697222222222,405.9816666666667,414.0733333333333,315.52666666666664,518.5152777777778,637.1338888888889,348.18888888888887,450.2755555555556
2019-12-01,397.75555555555553,679.73,454.5869444444445,537.81,880.4980555555555,602.8816666666667,301.125,502.1019444444444,609.6597222222222,469.50694444444446,384.1513888888889,403.82055555555553,321.4583333333333,802.0772222222222,401.7361111111111,486.8875,376.68555555555554,458.8413888888889,623.1638888888889,346.9105555555556,383.8647222222222,337.74333333333334,454.6561111111111,450.11944444444447,359.6166666666667,533.9619444444445,698.9322222222222,359.1261111111112,474.7313888888889
2019-12-08,519.4055555555556,913.6280555555556,612.4366666666666,688.5225,1122.5180555555555,755.8636111111111,369.0863888888889,638.8055555555555,760.6558333333334,606.0316666666666,511.84777777777776,550.0933333333334,430.6208333333333,936.1344444444444,633.3613888888889,585.2463888888889,479.0627777777778,596.1777777777778,779.5075,475.0263888888889,476.0336111111111,416.9169444444444,603.5263888888888,512.0572222222222,461.20666666666665,666.4416666666667,861.1794444444445,469.625,593.1113888888889
2019-12-15,508.4477777777778,824.3136111111111,547.0041666666667,676.6708333333333,1014.5408333333334,634.6561111111112,482.975,608.8213888888889,665.695,662.0325,465.1613888888889,515.2955555555556,382.5122222222223,758.9691666666666,696.8175,576.7297222222222,460.6047222222222,517.1333333333333,684.8908333333334,424.7291666666667,407.4447222222222,409.1086111111111,572.5219444444444,496.8433333333333,440.7355555555556,706.0411111111111,765.8086111111111,412.9255555555556,596.6972222222222
2019-12-22,491.3494444444444,485.1155555555556,261.7905555555556,364.6061111111111,598.2991666666667,389.1333333333333,292.7633333333333,344.5372222222222,378.44,299.46666666666664,307.34472222222223,244.94472222222225,210.5547222222222,494.1936111111111,425.7030555555556,322.86583333333334,244.9597222222222,290.6555555555556,424.965,217.04777777777775,290.48583333333335,246.9936111111111,374.595,351.50166666666667,226.51583333333332,347.4436111111111,530.6655555555556,277.0572222222222,287.9397222222222
2019-12-29,306.9863888888889,445.0008333333333,255.04694444444445,304.6752777777777,612.6872222222222,436.0163888888889,229.5547222222222,337.7308333333333,383.80861111111113,283.8225,292.7386111111111,236.2513888888889,203.04916666666668,514.1525,379.6694444444444,307.12,240.1525,290.9238888888889,531.8569444444445,217.49388888888888,269.8591666666667,246.8388888888889,327.74888888888887,356.7055555555556,230.04805555555555,332.7213888888889,389.6086111111111,295.1663888888889,266.8222222222222
2020-01-05,336.5677777777778,456.72777777777776,272.90416666666664,315.1038888888889,675.3191666666667,502.8288888888889,260.5152777777778,376.9125,422.1022222222222,337.2133333333333,284.46194444444444,262.5761111111111,230.9744444444445,554.4202777777778,378.31916666666666,341.37333333333333,273.3491666666667,322.83,525.8666666666667,247.58388888888888,272.99611111111113,302.5752777777778,332.7052777777778,334.80833333333334,269.6413888888889,354.3480555555556,383.8252777777778,336.6013888888889,338.04527777777776
2020-01-12,318.59194444444444,494.8413888888889,291.5252777777778,338.02416666666664,688.5658333333333,512.9477777777778,256.18305555555554,372.62805555555553,390.5461111111111,315.2613888888889,263.1125,274.3641666666667,230.11027777777775,582.3961111111112,366.78777777777776,325.7438888888889,282.2886111111111,334.4797222222222,535.9338888888889,258.0,286.92,308.0858333333333,315.3952777777778,368.125,270.33694444444444,356.1377777777778,382.2269444444444,327.4377777777778,341.58916666666664
