,37,38,93,95,96,100,101,104,106,115,124,130,133,137,147,175,196,220,244,245,246,254,265,291,296,314,316,327,374,382,386,397,420,432,482,521,657,770,787,788,790,944,952,988,994,998,1004,1011,1029,1146,1178,1221,1232,1234,1291,1303,1314,1315,1323,1355,1379,1403,1413,1423,1431,1440,1454,1455,1456,1457,1459,1462,1490,1492,1630,1805,1833,1835,1863,1891,1894,1918,1920,1922,1935,1937,1938,1939,1940,1942,1965,1967,1989,1992,1993,1997,2000,2017,2071,2079,2095,2096,2100,2102,2103,2104,2106,2113,2114,2120,2122,2147,2169,2171,2172,2173,2189,2202,2215,2286,2312,2367,2419,2545,2558,2587,2671,2914,2943,2972,3081,3146,3191,3256,3272,3285,3298,3324,3379,3476,3515,3557,3609,3683,3696,3890,3939,4255,4310,4420,4491,4514,4556,4598,4828,4857,4860,5076,5186,5297,6127,6224,6237,6266,6321,6415,6431,6499,6538,6965,6994,7317,7472,7498,7799,8109,8785,8879,8947,9124,9247,9331
0,-23.662105123741508,23.205894773556988,-39.99154654668896,-52.12584407424782,-3.463020569680081,-8.824684369101455,8.59532690229232,14.84998988890235,20.22415491302602,67.5609912401881,-17.980535468630627,71.32865907473396,-42.71503228275202,14.399809808298553,-50.2358741585357,-15.218849462576685,-21.716460781050003,68.20225204401511,71.38287614015888,53.82659444754752,76.86581590757537,2.5858472540342747,32.97891084519185,-5.5654654612825345,-51.55446085701185,38.05268909124551,114.4469652623643,57.85036672526757,16.84603636797773,-78.82303063290398,-16.70697107534248,-14.264207030333052,-8.64285666419244,105.7245214568207,48.77655267274523,40.2429517200993,33.85442394931277,178.93146946769022,-9.377971730075563,6.811300734970208,6.291969052728975,-10.139320530928984,-34.75140684657662,62.91139464493572,584.9692644785715,17.953079379533126,377.5332907784993,530.408959264308,-801.0051270343511,12.645169896395382,-22.759474815984614,-32.820871637644935,-14.245762190788106,-5.872469003702845,38.28682195210604,-15.310417597900337,-50.68592479287937,-76.47856529217742,80.62759722502337,70.35942695503394,-40.16538003068997,-87.53205869490742,-36.27399310034273,-4.15741827686013,11.449726354471915,195.40249086401204,70.31612830562824,7.726895285144136,47.75378487650868,-97.03797671750996,-13.22613186490063,20.484130135389744,-398.57111307140514,409.5282149719646,-6.2756769501037555,5.0847888953740155,109.61732666164666,-6.814101950822347,56.8798342662784,-18.973367881716857,-63.64665871937199,13.287217619847672,2.312045962324499,-5.442362176882454,7.5842150489221245,14.528626569437398,21.91178513467428,-84.95350317489587,2.109978890832865,-5.908373666422187,20.773796172063285,-2.3250589263934724,32.69245571405343,-22.986401603110764,-48.681439637257405,-102.74296599743178,1.1639814115867648,-22.673326232225993,34.704249151715516,69.71705194640614,108.33062116342069,4.47785197071708,21.671884268200024,-17.651935113658755,58.273233148989306,-35.79270826148426,45.74352647655565,-17.680246448755074,-43.75243751060868,-14.62374867285812,-11.114569464502479,-70.22650377698608,5.289148053789155,-11.725870385486447,-0.38128179158877545,-399.8678703836845,-5.664877040313556,-11.076939594850648,36.033345516717795,94.7494228732366,17.464551777820795,35.49265529993474,37.593497934082876,44.17424051301363,50.92691388559092,0.17040252777392823,198.63158114791042,-61.561025741556136,69.24306258675787,-43.606530206978576,63.519005864952824,24.88461153955657,32.9305319988208,1.335302664816743,107.98031323702622,-7.836190374330084,-7.050970246790367,-9.542753575793595,49.83942866312931,-3.0888916347957083,15.94666354629878,81.99195161669327,-9.097043908777977,68.47935404669626,-18.456684935310218,30.071471406418237,-187.8894946889022,38.704434152100504,-27.73118738440857,33.073894966954704,4.394006456539952,-30.166156279004387,65.21600672336515,-79.39624365725965,-27.60809245049786,-14.137351950998834,14.874998517602318,51.57214175798736,-108.05027414350869,13.715394575657495,51.99119240247095,-17.146238415285328,77.72480595040493,-26.84213492737995,-51.06685879274912,31.72099062603587,35.236037204449175,17.345471433584457,-35.632180482400685,12.76467208510814,-7.676455734258573,5.363142267324865,154.50562078731414,22.809572194925966,3.2259501569353635,-26.504336225358642,-23.898747258796533,-15.753316287279263,-61.234770452018296,-40.18076392069985,-47.89017403040452,64.71404748111553
